title,price,location,surface,rooms,baths,link,location_clean,city,district,price_capped,prix_m2,is_new,is_luxury,age_estime,type_bien,price_category,city_popularity,is_premium_city
Appartement à vendre 199 m² à Boulevard Zerktouni,3800000,"Appartements dans Casablanca, Maarif",199,3,3,https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_199_m%C2%B2_%C3%A0_Boulevard_Zerktouni_57706141.htm,"Casablanca, Maarif",casablanca,maarif,3280000,19095.47738693467,False,False,15,appartement,luxury,136,True
Appartement à vendre 124 m² à Casablanca,1750000,"Appartements dans Casablanca, Abdelmoumen",136,3,2,https://www.avito.ma/fr/abdelmoumen/appartements/Appartement_%C3%A0_vendre_124_m%C2%B2_%C3%A0_Casablanca_57724207.htm,"Casablanca, Abdelmoumen",casablanca,abdelmoumen,1750000,12867.64705882353,False,False,15,appartement,luxury,136,True
Appartement à vendre 140 m² la marina Casablanca,3900000,"Appartements dans Casablanca, Marina",155,2,3,https://www.avito.ma/fr/marina/appartements/Appartement_%C3%A0_vendre_140_m%C2%B2_la_marina_Casablanca_56471980.htm,"Casablanca, Marina",casablanca,marina,3280000,25161.290322580644,False,True,5,appartement,luxury,136,True
Appartement à vendre 105 m² El Andalous,370000,"Appartements dans Oujda, Andalous",105,2,2,https://www.avito.ma/fr/andalous/appartements/Appartement_%C3%A0_vendre_105_m%C2%B2_El_Andalous_57755402.htm,"Oujda, Andalous",oujda,andalous,370000,3523.809523809524,False,False,15,appartement,high,5,False
Appartement à vendre à Temara,1200000,"Appartements dans Rabat, Autre secteur",107,3,2,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_%C3%A0_Temara_57812272.htm,"Rabat, Autre secteur",rabat,autre secteur,1200000,11214.953271028038,False,False,15,appartement,luxury,10,True
Appartement à vendre 110 m² à Casablanca,1700000,"Appartements dans Casablanca, 2 Mars",110,3,2,https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_110_m%C2%B2_%C3%A0_Casablanca_57775489.htm,"Casablanca, 2 Mars",casablanca,2 mars,1700000,15454.545454545454,False,False,15,appartement,luxury,136,True
Superbe Appart à vendre à Ain Diab Extension,4000000,"Appartements dans Casablanca, Aïn Diab",189,3,2,https://www.avito.ma/fr/a%C3%AFn_diab/appartements/Superbe_Appart_%C3%A0_vendre_%C3%A0_Ain_Diab_Extension_57770131.htm,"Casablanca, Aïn Diab",casablanca,aïn diab,3280000,21164.021164021164,False,True,5,appartement,luxury,136,True
Appartement à vendre 100 m² à Tétouan,1245000,"Appartements dans Tétouan, Autre secteur",110,3,2,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_100_m%C2%B2_%C3%A0_T%C3%A9touan_57616531.htm,"Tétouan, Autre secteur",tétouan,autre secteur,1245000,11318.181818181818,False,False,15,appartement,luxury,3,False
Appartement à vendre 130 m² à plage des nations,1850000,"Appartements dans Sidi Bouknadel, Toute la ville",130,2,2,https://www.avito.ma/fr/sidi_bouknadel/appartements/Appartement_%C3%A0_vendre_130_m%C2%B2_%C3%A0_plage_des_nations_56055121.htm,"Sidi Bouknadel, Toute la ville",sidi bouknadel,toute la ville,1850000,14230.76923076923,False,False,15,appartement,luxury,2,False
Appartement à vendre pas de semsar,600000,"Appartements dans Mohammedia, Nassim",70,2,1,https://www.avito.ma/fr/nassim/appartements/Appartement_%C3%A0_vendre_pas_de_semsar_57773761.htm,"Mohammedia, Nassim",mohammedia,nassim,600000,8571.42857142857,False,False,15,appartement,high,10,False
Spacieux appartement à vendre meublé,1350000,"Appartements dans Marrakech, Victor Hugo",54,1,1,https://www.avito.ma/fr/victor_hugo/appartements/Spacieux_appartement_%C3%A0_vendre_meubl%C3%A9_57711710.htm,"Marrakech, Victor Hugo",marrakech,victor hugo,1350000,25000.0,False,False,15,appartement,luxury,58,True
Appartement à vendre 147 m² à Bd Fouaratte Casa.,1200000,"Appartements dans Casablanca, Hay Mohammadi",147,4,3,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_%C3%A0_vendre_147_m%C2%B2_%C3%A0_Bd_Fouaratte_Casa__56185859.htm,"Casablanca, Hay Mohammadi",casablanca,hay mohammadi,1200000,8163.265306122449,False,False,15,appartement,luxury,136,True
Appart 3ch 2sa blc 150m2 à vendre 2Mars,2200000,"Appartements dans Casablanca, 2 Mars",150,3,2,https://www.avito.ma/fr/2_mars/appartements/Appart_3ch_2sa_blc_150m2_%C3%A0_vendre_2Mars_56889308.htm,"Casablanca, 2 Mars",casablanca,2 mars,2200000,14666.666666666666,False,False,15,appartement,luxury,136,True
Appartement à Atlas golf Resort à Marrakech,2100000,"Appartements dans Marrakech, Annakhil",140,2,2,https://www.avito.ma/fr/annakhil/appartements/Appartement_%C3%A0_Atlas_golf_Resort_%C3%A0_Marrakech_57615030.htm,"Marrakech, Annakhil",marrakech,annakhil,2100000,15000.0,False,False,15,appartement,luxury,58,True
Appartement à vendre Bourgogne,1200000,"Appartements dans Casablanca, Bourgogne",90,2,2,https://www.avito.ma/fr/bourgogne/appartements/Appartement_%C3%A0_vendre_Bourgogne_57697496.htm,"Casablanca, Bourgogne",casablanca,bourgogne,1200000,13333.333333333334,False,False,15,appartement,luxury,136,True
Appartement à vendre 89m² à H M Casablanca,850000,"Appartements dans Casablanca, Hay Mohammadi",89,2,2,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_%C3%A0_vendre_89m%C2%B2_%C3%A0_H_M_Casablanca_55797652.htm,"Casablanca, Hay Mohammadi",casablanca,hay mohammadi,850000,9550.561797752809,False,False,15,appartement,very_high,136,True
Rez de jardin à vendre 107 m² vue sur piscine,1900000,"Appartements dans Marrakech, Route de Casablanca",107,2,2,https://www.avito.ma/fr/route_de_casablanca/appartements/Rez_de_jardin_%C3%A0_vendre_107_m%C2%B2_vue_sur_piscine_57648716.htm,"Marrakech, Route de Casablanca",marrakech,route de casablanca,1900000,17757.00934579439,False,False,15,appartement,luxury,58,True
Appartements à vendre lotissement Al Dha.,390000,"Appartements dans Laâyoune, Toute la ville",86,2,1,https://www.avito.ma/fr/la%C3%A2youne/appartements/Appartements_%C3%A0_vendre_lotissement_Al_Dha__57697598.htm,"Laâyoune, Toute la ville",laâyoune,toute la ville,390000,4534.883720930233,False,False,15,appartement,high,1,False
Saidia AP2 - Appart de 118m² – proche du Golf,960000,"Appartements dans Saidia, Toute la ville",118,2,2,https://www.avito.ma/fr/saidia/appartements/Saidia_AP2___Appart_de_118m%C2%B2___proche_du_Golf_57775425.htm,"Saidia, Toute la ville",saidia,toute la ville,960000,8135.593220338983,False,False,15,appartement,very_high,4,False
"Appartement à vendre 181 m² avec terrasse, Racine",3100000,"Appartements dans Casablanca, Racine",181,3,3,https://www.avito.ma/fr/racine/appartements/Appartement_%C3%A0_vendre_181_m%C2%B2_avec_terrasse__Racine_57800891.htm,"Casablanca, Racine",casablanca,racine,3100000,17127.07182320442,False,False,15,appartement,luxury,136,True
Appartement à vendre 58 m Mdiq 4 min à pied plage,490000,"Appartements dans Mdiq, Toute la ville",58,2,1,https://www.avito.ma/fr/mdiq/appartements/Appartement_%C3%A0_vendre_58_m_Mdiq_4_min_%C3%A0_pied_plage_57822302.htm,"Mdiq, Toute la ville",mdiq,toute la ville,490000,8448.275862068966,False,False,15,appartement,high,3,False
Appartement à vendre,950000,"Appartements dans Tanger, Centre",75,2,1,https://www.avito.ma/fr/centre/appartements/Appartement_%C3%A0_vendre_57799376.htm,"Tanger, Centre",tangier,centre,950000,12666.666666666666,False,False,15,appartement,very_high,38,False
Appartement à vendre 90 m² à Oujda,290000,"Appartements dans Oujda, Agdal",130,3,1,https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_90_m%C2%B2_%C3%A0_Oujda_57359130.htm,"Oujda, Agdal",oujda,agdal,290000,2230.769230769231,False,False,15,appartement,medium,5,False
Appartement à vendre 150 m² à Agadir,1900000,"Appartements dans Agadir, Haut-Founty",150,4,2,https://www.avito.ma/fr/haut_founty/appartements/Appartement_%C3%A0_vendre_150_m%C2%B2_%C3%A0_Agadir_57712745.htm,"Agadir, Haut-Founty",agadir,haut-founty,1900000,12666.666666666666,False,False,15,appartement,luxury,9,False
Appartement à vendre 124m² Roche Noire Casablanca,1050000,"Appartements dans Casablanca, Roches Noires",124,2,2,https://www.avito.ma/fr/roches_noires/appartements/Appartement_%C3%A0_vendre_124m%C2%B2_Roche_Noire_Casablanca_54971172.htm,"Casablanca, Roches Noires",casablanca,roches noires,1050000,8467.741935483871,False,False,15,appartement,luxury,136,True
APPART 91m 2FACES vue piscine à MARBELLA BEACH,1030000,"Appartements dans Mohammedia, Autre secteur",91,2,2,https://www.avito.ma/fr/autre_secteur/appartements/APPART_91m_2FACES_vue_piscine_%C3%A0_MARBELLA_BEACH_57747136.htm,"Mohammedia, Autre secteur",mohammedia,autre secteur,1030000,11318.681318681318,False,False,15,appartement,luxury,10,False
Appartement 98m² chouka à vendre Fouarat Casa,950000,"Appartements dans Casablanca, Hay Mohammadi",147,3,1,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_98m%C2%B2_chouka_%C3%A0_vendre_Fouarat_Casa_56770374.htm,"Casablanca, Hay Mohammadi",casablanca,hay mohammadi,950000,6462.585034013606,False,False,15,appartement,very_high,136,True
Appartement 138m² au 2ème étg au Maârif,1800000,"Appartements dans Casablanca, Maarif",138,3,3,https://www.avito.ma/fr/maarif/appartements/Appartement_138m%C2%B2_au_2%C3%A8me_%C3%A9tg_au_Ma%C3%A2rif_55941961.htm,"Casablanca, Maarif",casablanca,maarif,1800000,13043.478260869566,False,False,15,appartement,luxury,136,True
Appartement 1er chouka à vendre 50m² ERRAHMA Casa,350000,"Appartements dans Casablanca, Errahma",50,2,1,https://www.avito.ma/fr/errahma/appartements/Appartement_1er_chouka_%C3%A0_vendre_50m%C2%B2_ERRAHMA_Casa_56040509.htm,"Casablanca, Errahma",casablanca,errahma,350000,7000.0,False,False,15,appartement,high,136,True
Appartement à vendre 71 m² à Bouznika,600000,"Appartements dans Bouznika, Autre secteur",71,2,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_71_m%C2%B2_%C3%A0_Bouznika_56368488.htm,"Bouznika, Autre secteur",bouznika,autre secteur,600000,8450.704225352112,False,False,15,appartement,high,3,False
vendre un joli appartement meublé avec piscine,1250000,"Appartements dans El Mansouria, Toute la ville",92,2,2,https://www.avito.ma/fr/el_mansouria/appartements/%C3%80_vendre_un_joli_appartement_meubl%C3%A9_avec_piscine_56846634.htm,"El Mansouria, Toute la ville",el mansouria,toute la ville,1250000,13586.95652173913,False,False,15,appartement,luxury,2,False
Appartement à vendre 110 m2 à Saïdia,750000,"Appartements dans Saidia, Toute la ville",110,2,1,https://www.avito.ma/fr/saidia/appartements/Appartement_%C3%A0_vendre_110_m2_%C3%A0_Sa%C3%AFdia_57839494.htm,"Saidia, Toute la ville",saidia,toute la ville,750000,6818.181818181818,False,False,15,appartement,very_high,4,False
Appartement à vendre 134 m² à Tanger,2546000,"Appartements dans Tanger, De La Plage",134,3,2,https://www.avito.ma/fr/de_la_plage/appartements/Appartement_%C3%A0_vendre_134_m%C2%B2_%C3%A0_Tanger_56300463.htm,"Tanger, De La Plage",tangier,de la plage,2546000,19000.0,False,False,15,appartement,luxury,38,False
Appartement à vendre 80m2 à Saïdia,590000,"Appartements dans Saidia, Toute la ville",80,2,2,https://www.avito.ma/fr/saidia/appartements/Appartement_%C3%A0_vendre_80m2_%C3%A0_Sa%C3%AFdia_57839472.htm,"Saidia, Toute la ville",saidia,toute la ville,590000,7375.0,False,False,15,appartement,high,4,False
Aptmts neuf à hay riyad,3400000,"Appartements dans Rabat, Hay Riad",120,3,1,https://www.avito.ma/fr/hay_riad/appartements/Aptmts_neuf_%C3%A0_hay_riyad_57457147.htm,"Rabat, Hay Riad",rabat,hay riad,3280000,28333.333333333332,True,False,0,appartement,luxury,10,True
Appartement à vendre 95 m² à Marrakech palmeraie,1500000,"Appartements dans Marrakech, Palmeraie",95,2,2,https://www.avito.ma/fr/palmeraie/appartements/Appartement_%C3%A0_vendre_95_m%C2%B2_%C3%A0_Marrakech_palmeraie_57216492.htm,"Marrakech, Palmeraie",marrakech,palmeraie,1500000,15789.473684210527,False,False,15,appartement,luxury,58,True
A vendre un appartement avec terrasse,3750000,"Appartements dans Casablanca, Racine",190,4,3,https://www.avito.ma/fr/racine/appartements/A_vendre_un_appartement_avec_terrasse_57516868.htm,"Casablanca, Racine",casablanca,racine,3280000,19736.842105263157,False,False,15,appartement,luxury,136,True
Appartement 165m² RDC à vendre 2 Mars Casablanca,1540000,"Appartements dans Casablanca, 2 Mars",35,4,2,https://www.avito.ma/fr/2_mars/appartements/Appartement_165m%C2%B2__RDC_%C3%A0_vendre__2_Mars_Casablanca_56040548.htm,"Casablanca, 2 Mars",casablanca,2 mars,1540000,44000.0,False,False,15,appartement,luxury,136,True
Super Appartement Vue sur Mer à Dar Bouazza,2390000,"Appartements dans Dar Bouazza, Toute la ville",132,3,2,https://www.avito.ma/fr/dar_bouazza/appartements/Super_Appartement_Vue_sur_Mer_%C3%A0_Dar_Bouazza_57692835.htm,"Dar Bouazza, Toute la ville",dar bouazza,toute la ville,2390000,18106.060606060608,False,False,15,appartement,luxury,3,False
Appartement à vendre 61 m² à Meknès,380000,"Appartements dans Meknès, Autre secteur",64,3,2,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_61_m%C2%B2_%C3%A0_Mekn%C3%A8s_57198863.htm,"Meknès, Autre secteur",meknès,autre secteur,380000,5937.5,False,False,15,appartement,high,2,False
Appartement 95m2 vendables -Palmier,1750000,"Appartements dans Casablanca, Palmier",95,2,2,https://www.avito.ma/fr/palmier/appartements/Appartement_95m2_vendables__Palmier_57820947.htm,"Casablanca, Palmier",casablanca,palmier,1750000,18421.052631578947,False,False,15,appartement,luxury,136,True
🌿 Appartement d’exception à vendre à Achakar,2800000,"Appartements dans Tanger, Achakar",165,2,2,https://www.avito.ma/fr/achakar/appartements/___Appartement_d_exception_%C3%A0_vendre_%C3%A0_Achakar__57717771.htm,"Tanger, Achakar",tangier,achakar,2800000,16969.696969696968,False,False,15,appartement,luxury,38,False
Appartement à vendre à Tétouan Chebar,580000,"Appartements dans Martil, Toute la ville",80,2,1,https://www.avito.ma/fr/martil/appartements/Appartement_%C3%A0_vendre_%C3%A0_T%C3%A9touan_Chebar_57839437.htm,"Martil, Toute la ville",martil,toute la ville,580000,7250.0,False,False,15,appartement,high,5,False
vendre appartement 3 CH avec terrasse de 44m2,2350000,"Appartements dans Casablanca, Ferme Bretone",144,3,3,https://www.avito.ma/fr/ferme_bretone/appartements/%C3%80_vendre_appartement_3_CH_avec_terrasse_de_44m2_57406538.htm,"Casablanca, Ferme Bretone",casablanca,ferme bretone,2350000,16319.444444444445,False,False,15,appartement,luxury,136,True
Appartement à à Plage des Nations,2500000,"Appartements dans Sidi Bouknadel, Toute la ville",98,2,2,https://www.avito.ma/fr/sidi_bouknadel/appartements/Appartement_%C3%A0_%C3%A0_Plage_des_Nations_57513939.htm,"Sidi Bouknadel, Toute la ville",sidi bouknadel,toute la ville,2500000,25510.20408163265,False,False,15,appartement,luxury,2,False
Super Appartement neuf à vendre H M Casa,920000,"Appartements dans Casablanca, Hay Mohammadi",92,2,2,https://www.avito.ma/fr/hay_mohammadi/appartements/Super_Appartement_neuf_%C3%A0_vendre_H_M_Casa_56729735.htm,"Casablanca, Hay Mohammadi",casablanca,hay mohammadi,920000,10000.0,True,False,0,appartement,very_high,136,True
Appartement 120m² Chouka à vendre à Casablanca.,1080000,"Appartements dans Casablanca, Hay Mohammadi",120,3,2,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_120m%C2%B2_Chouka_%C3%A0_vendre_%C3%A0_Casablanca__56464823.htm,"Casablanca, Hay Mohammadi",casablanca,hay mohammadi,1080000,9000.0,False,False,15,appartement,luxury,136,True
Joli Appartement 1er Etage Mhamid 7,410000,"Appartements dans Marrakech, M'Hamid",57,2,1,https://www.avito.ma/fr/m_hamid/appartements/Joli_Appartement_1er_Etage_Mhamid_7_57133912.htm,"Marrakech, M'Hamid",marrakech,m'hamid,410000,7192.982456140351,False,False,15,appartement,high,58,True
"🌊 appartement vue mer en face, sans vis-à-vis",1600000,"Appartements dans Agadir, Anza",80,2,2,https://www.avito.ma/fr/anza/appartements/___appartement_vue_mer_en_face__sans_vis_%C3%A0_vis_56936072.htm,"Agadir, Anza",agadir,anza,1600000,20000.0,False,True,5,appartement,luxury,9,False
Rez-de-jardin à vendre 128 m² 20 m² jardin,2100000,"Appartements dans Rabat, Souissi",148,3,2,https://www.avito.ma/fr/souissi/appartements/Rez_de_jardin_%C3%A0_vendre_128_m%C2%B2_20_m%C2%B2_jardin_57302278.htm,"Rabat, Souissi",rabat,souissi,2100000,14189.18918918919,False,False,15,appartement,luxury,10,True
🏠Appartement duplex 174m2 à vendre HM Casa🏠,1000000,"Appartements dans Casablanca, Hay Mohammadi",174,5,2,https://www.avito.ma/fr/hay_mohammadi/appartements/__Appartement_duplex_174m2_%C3%A0_vendre_HM_Casa___57631189.htm,"Casablanca, Hay Mohammadi",casablanca,hay mohammadi,1000000,5747.126436781609,False,True,5,duplex,very_high,136,True
Appartement 57 m² – 6e étage – Triple Tower,1500000,"Appartements dans Tanger, Malabata",57,2,1,https://www.avito.ma/fr/malabata/appartements/Appartement_57_m%C2%B2___6e_%C3%A9tage___Triple_Tower_57779089.htm,"Tanger, Malabata",tangier,malabata,1500000,26315.78947368421,False,False,15,appartement,luxury,38,False
Appartement à vendre 47 m Mdiq 4 min à pied plage,380000,"Appartements dans Mdiq, Toute la ville",50,1,1,https://www.avito.ma/fr/mdiq/appartements/Appartement_%C3%A0_vendre_47_m_Mdiq_4_min_%C3%A0_pied_plage_57822212.htm,"Mdiq, Toute la ville",mdiq,toute la ville,380000,7600.0,False,False,15,appartement,high,3,False
Appartement ain mezouar base militaire,520000,"Appartements dans Marrakech, Ain Mezouar",62,2,1,https://www.avito.ma/fr/ain_mezouar/appartements/Appartement_ain_mezouar_base_militaire_57839264.htm,"Marrakech, Ain Mezouar",marrakech,ain mezouar,520000,8387.09677419355,False,False,15,appartement,high,58,True
Appartement à vendre 120 m² à Mosquée houda,1170000,"Appartements dans Temara, Hoda",120,3,2,https://www.avito.ma/fr/hoda/appartements/Appartement_%C3%A0_vendre_120_m%C2%B2_%C3%A0_Mosqu%C3%A9e_houda_57839257.htm,"Temara, Hoda",temara,hoda,1170000,9750.0,False,False,15,appartement,luxury,8,False
Appartement 85m² à Sidi Bernoussi Casa.,740000,"Appartements dans Casablanca, Sidi Bernoussi",85,3,2,https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_85m%C2%B2_%C3%A0_Sidi_Bernoussi_Casa__53160051.htm,"Casablanca, Sidi Bernoussi",casablanca,sidi bernoussi,740000,8705.882352941177,False,False,15,appartement,very_high,136,True
Appartement Tanger Balia,620000,"Appartements dans Tanger, Tanja Balia",78,2,1,https://www.avito.ma/fr/tanja_balia/appartements/Appartement_Tanger_Balia_55043962.htm,"Tanger, Tanja Balia",tangier,tanja balia,620000,7948.717948717948,False,False,15,appartement,very_high,38,False
CMN-SI-1877 - Appartement à vendre à Bourgogne Est,1050000,"Appartements dans Casablanca, Bourgogne",76,2,1,https://www.avito.ma/fr/bourgogne/appartements/CMN_SI_1877___Appartement_%C3%A0_vendre_%C3%A0_Bourgogne_Est_57328148.htm,"Casablanca, Bourgogne",casablanca,bourgogne,1050000,13815.78947368421,False,False,15,appartement,luxury,136,True
Magnifique Appartement à vendre 77 m² à Marrakech,1078000,"Appartements dans Marrakech, Hay Izdihar",77,2,2,https://www.avito.ma/fr/hay_izdihar/appartements/Magnifique_Appartement_%C3%A0_vendre_77_m%C2%B2_%C3%A0_Marrakech_57790009.htm,"Marrakech, Hay Izdihar",marrakech,hay izdihar,1078000,14000.0,False,True,5,appartement,luxury,58,True
CMN-MA-2470 - Appartement à vendre à Les Hôpitaux,1450000,"Appartements dans Casablanca, Quartier des Hôpitaux",117,3,1,https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/CMN_MA_2470___Appartement_%C3%A0_vendre_%C3%A0_Les_H%C3%B4pitaux_57340348.htm,"Casablanca, Quartier des Hôpitaux",casablanca,quartier des hôpitaux,1450000,12393.162393162393,False,False,15,appartement,luxury,136,True
Appartement 87 m² en vente à Ayn Amir à Fès,560000,"Appartements dans Fès, Ain Amiyer",87,2,1,https://www.avito.ma/fr/ain_amiyer/appartements/Appartement_87_m%C2%B2_en_vente_%C3%A0_Ayn_Amir_%C3%A0_F%C3%A8s_57642542.htm,"Fès, Ain Amiyer",fès,ain amiyer,560000,6436.781609195402,False,False,15,appartement,high,7,False
🏢 À VENDRE – Appartement à Val Fleuri (Casa),1650000,"Appartements dans Casablanca, Val Fleuri",128,3,2,https://www.avito.ma/fr/val_fleuri/appartements/___%C3%80_VENDRE___Appartement_%C3%A0_Val_Fleuri__Casa__57753874.htm,"Casablanca, Val Fleuri",casablanca,val fleuri,1650000,12890.625,False,False,15,appartement,luxury,136,True
Superbe appartement meublé à vendre en centre-ville,1180000,"Appartements dans Tanger, Centre",58,2,2,https://www.avito.ma/fr/centre/appartements/Superbe_appartement_meubl%C3%A9_%C3%A0_vendre_en_centre_ville_57030966.htm,"Tanger, Centre",tangier,centre,1180000,20344.827586206895,False,True,5,appartement,luxury,38,False
Appartement de 3 chambres à vendre près de la station El Jadida Hrarryine,750000,"Appartements dans Tanger, Aharrarine",80,3,2,https://www.avito.ma/fr/aharrarine/appartements/Appartement_de_3_chambres_%C3%A0_vendre_pr%C3%A8s_de_la_station_El_Jadida_Hrarryine_57029815.htm,"Tanger, Aharrarine",tangier,aharrarine,750000,9375.0,False,False,15,appartement,very_high,38,False
Joli appartement ensoleillé,1100000,"Appartements dans Marrakech, Guéliz",71,2,2,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Joli_appartement_ensoleill%C3%A9__57523775.htm,"Marrakech, Guéliz",marrakech,guéliz,1100000,15492.957746478873,False,False,15,appartement,luxury,58,True
Appartement à vendre à Résidence tahra,570000,"Appartements dans Mohammedia, El Alia",82,2,1,https://www.avito.ma/fr/el_alia/appartements/Appartement_%C3%A0_vendre_%C3%A0_R%C3%A9sidence_tahra_57814915.htm,"Mohammedia, El Alia",mohammedia,el alia,570000,6951.219512195122,False,False,15,appartement,high,10,False
Bel appartement de 90 m² lotissement alliance,620000,"Appartements dans Kénitra, alliance",90,2,2,https://www.avito.ma/fr/alliance/appartements/Bel_appartement_de_90_m%C2%B2_lotissement_alliance_57398679.htm,"Kénitra, alliance",kénitra,alliance,620000,6888.888888888889,False,False,15,appartement,very_high,14,False
Appartement Duplex à vendre 154 m² à Casablanca,1000000,"Appartements dans Casablanca, Hay Mohammadi",174,4,2,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_Duplex_%C3%A0_vendre_154_m%C2%B2_%C3%A0_Casablanca_54390927.htm,"Casablanca, Hay Mohammadi",casablanca,hay mohammadi,1000000,5747.126436781609,False,True,5,duplex,very_high,136,True
Appartement Lux 69m,500000,"Appartements dans Had Soualem, Toute la ville",69,2,2,https://www.avito.ma/fr/had_soualem/appartements/Appartement_Lux_69m_47242927.htm,"Had Soualem, Toute la ville",had soualem,toute la ville,500000,7246.376811594203,False,False,15,appartement,high,3,False
Appartement à vendre 90 m² à lotissement alliance,640000,"Appartements dans Kénitra, alliance",90,2,1,https://www.avito.ma/fr/alliance/appartements/Appartement_%C3%A0_vendre_90_m%C2%B2_%C3%A0_lotissement_alliance_57399192.htm,"Kénitra, alliance",kénitra,alliance,640000,7111.111111111111,False,False,15,appartement,very_high,14,False
Appartement à vendre 96 m² à Marrakech,1350000,"Appartements dans Marrakech, Hay Izdihar",100,2,2,https://www.avito.ma/fr/hay_izdihar/appartements/Appartement_%C3%A0_vendre_96_m%C2%B2_%C3%A0_Marrakech_57814917.htm,"Marrakech, Hay Izdihar",marrakech,hay izdihar,1350000,13500.0,False,False,15,appartement,luxury,58,True
Appartement à vendre à Mdiq,860000,"Appartements dans Mdiq, Toute la ville",155,2,2,https://www.avito.ma/fr/mdiq/appartements/Appartement_%C3%A0_vendre_%C3%A0_Mdiq_54821467.htm,"Mdiq, Toute la ville",mdiq,toute la ville,860000,5548.387096774193,False,False,15,appartement,very_high,3,False
Appartement avec cour à Bouznika,710000,"Appartements dans Bouznika, Autre secteur",108,2,2,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_avec_cour_%C3%A0_Bouznika_44799287.htm,"Bouznika, Autre secteur",bouznika,autre secteur,710000,6574.074074074074,False,False,15,appartement,very_high,3,False
Appartement rénové neuf à la Gironde,940000,"Appartements dans Casablanca, La Gironde",80,2,2,https://www.avito.ma/fr/la_gironde/appartements/Appartement_r%C3%A9nov%C3%A9_neuf_%C3%A0_la_Gironde_57717329.htm,"Casablanca, La Gironde",casablanca,la gironde,940000,11750.0,True,False,0,appartement,very_high,136,True
Appartement à vendre 65 m² à Marrakech,700000,"Appartements dans Marrakech, Hay Targa",65,3,2,https://www.avito.ma/fr/hay_targa/appartements/Appartement_%C3%A0_vendre_65_m%C2%B2_%C3%A0_Marrakech_57585168.htm,"Marrakech, Hay Targa",marrakech,hay targa,700000,10769.23076923077,False,False,15,appartement,very_high,58,True
Superbe Appartement à vendre 75 m² à Marrakech,1050000,"Appartements dans Marrakech, Hay Izdihar",75,2,2,https://www.avito.ma/fr/hay_izdihar/appartements/Superbe_Appartement_%C3%A0_vendre_75_m%C2%B2_%C3%A0_Marrakech_57790073.htm,"Marrakech, Hay Izdihar",marrakech,hay izdihar,1050000,14000.0,False,True,5,appartement,luxury,58,True
Appartement à vendre 63 m² à Sidi Rahal,480000,"Appartements dans Sidi Rahal, Toute la ville",63,2,1,https://www.avito.ma/fr/sidi_rahal/appartements/Appartement_%C3%A0_vendre_63_m%C2%B2_%C3%A0_Sidi_Rahal_57776726.htm,"Sidi Rahal, Toute la ville",sidi rahal,toute la ville,480000,7619.047619047619,False,False,15,appartement,high,2,False
Appartement meublé à vendre sur la route Ain Chkef Riyad Yasmin,400000,"Appartements dans Fès, Route Ain Chkaf",84,2,2,https://www.avito.ma/fr/route_ain_chkaf/appartements/Appartement_meubl%C3%A9_%C3%A0_vendre_sur_la_route_Ain_Chkef_Riyad_Yasmin_57050912.htm,"Fès, Route Ain Chkaf",fès,route ain chkaf,400000,4761.9047619047615,False,False,15,appartement,high,7,False
Appartement à vendre 90 m² à Kénitra bir rami,560000,"Appartements dans Kénitra, Bir Rami",90,3,1,https://www.avito.ma/fr/bir_rami/appartements/Appartement_%C3%A0_vendre_90_m%C2%B2_%C3%A0_K%C3%A9nitra_bir_rami_57770603.htm,"Kénitra, Bir Rami",kénitra,bir rami,560000,6222.222222222223,False,False,15,appartement,high,14,False
Appartement à vendre à Mghogha – Tanger,230000,"Appartements dans Tanger, Mghogha",45,1,1,https://www.avito.ma/fr/mghogha/appartements/Appartement_%C3%A0_vendre_%C3%A0_Mghogha___Tanger_57745830.htm,"Tanger, Mghogha",tangier,mghogha,230000,5111.111111111111,False,False,15,appartement,medium,38,False
Appartement à vendre 170 m² à Rabat,3450000,"Appartements dans Rabat, Hay Riad",170,3,2,https://www.avito.ma/fr/hay_riad/appartements/Appartement_%C3%A0_vendre_170_m%C2%B2_%C3%A0_Rabat_57833782.htm,"Rabat, Hay Riad",rabat,hay riad,3280000,20294.117647058825,False,False,15,appartement,luxury,10,True
