title,price,location,surface,rooms,baths,link,location_clean,city,district,price_capped,prix_m2,is_new,is_luxury,age_estime,type_bien,price_category,city_popularity,is_premium_city
Appartement à rénover avec fort potentiel - Maarif,1350000,"Appartements dans Casablanca, Maarif",85,2,1,https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_r%C3%A9nover_avec_fort_potentiel___Maarif_57701910.htm,"Casablanca, Maarif",casablanca,maarif,1350000,15882.35294117647,False,False,15,appartement,luxury,136,True
Appartement à vendre 172 m² à Hay Riad,3400000,"Appartements dans Rabat, Hay Riad",172,3,3,https://www.avito.ma/fr/hay_riad/appartements/Appartement_%C3%A0_vendre_172_m%C2%B2_%C3%A0_Hay_Riad_57774244.htm,"Rabat, Hay Riad",rabat,hay riad,3280000,19767.441860465115,False,False,15,appartement,luxury,10,True
Appartement R+2 Cipari // Hay Mstar,1120000,"Appartements dans El Jadida, Autre secteur",135,3,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_R_2_Cipari____Hay_Mstar_57692894.htm,"El Jadida, Autre secteur",el jadida,autre secteur,1120000,8296.296296296296,False,False,15,appartement,luxury,5,False
Appart 96 m2 Mandarona à côté Bd Al qods,960000,"Appartements dans Casablanca, Aïn Chock",95,2,1,https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Appart_96_m2_Mandarona_%C3%A0_c%C3%B4t%C3%A9_Bd_Al_qods_56368025.htm,"Casablanca, Aïn Chock",casablanca,aïn chock,960000,10105.263157894737,False,False,15,appartement,very_high,136,True
Appartement à vendre 131 m² à Marrakech,1800000,"Appartements dans Marrakech, Route de Casablanca",131,3,2,https://www.avito.ma/fr/route_de_casablanca/appartements/Appartement_%C3%A0_vendre_131_m%C2%B2_%C3%A0_Marrakech_54926500.htm,"Marrakech, Route de Casablanca",marrakech,route de casablanca,1800000,13740.458015267175,False,False,15,appartement,luxury,58,True
Appartement à vendre,1200000,"Appartements dans Casablanca, Belvédère",106,2,2,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Appartement_%C3%A0_vendre_57838444.htm,"Casablanca, Belvédère",casablanca,belvédère,1200000,11320.754716981131,False,False,15,appartement,luxury,136,True
Appartements à vendre Al Firdaws,260000,"Appartements dans Ain Aouda, Toute la ville",56,2,1,https://www.avito.ma/fr/ain_aouda/appartements/Appartements_%C3%A0_vendre_Al_Firdaws_57753624.htm,"Ain Aouda, Toute la ville",ain aouda,toute la ville,260000,4642.857142857143,False,False,15,appartement,medium,1,False
Appart Duplex 250m A Résidence Andalousia,3000000,"Appartements dans Casablanca, Val Fleuri",250,4,3,https://www.avito.ma/fr/val_fleuri/appartements/Appart_Duplex_250m_A_R%C3%A9sidence_Andalousia_57257701.htm,"Casablanca, Val Fleuri",casablanca,val fleuri,3000000,12000.0,False,True,5,duplex,luxury,136,True
RBA-YA-1053 - Appartement à vendre à Hay El Menzah,2100000,"Appartements dans Rabat, Autre secteur",150,3,2,https://www.avito.ma/fr/autre_secteur/appartements/RBA_YA_1053___Appartement_%C3%A0_vendre_%C3%A0_Hay_El_Menzah_56835389.htm,"Rabat, Autre secteur",rabat,autre secteur,2100000,14000.0,False,False,15,appartement,luxury,10,True
Appartement à vendre 150 m² à Rabat,1650000,"Appartements dans Rabat, Agdal",130,3,1,https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_150_m%C2%B2_%C3%A0_Rabat_56069224.htm,"Rabat, Agdal",rabat,agdal,1650000,12692.307692307691,False,False,15,appartement,luxury,10,True
Appartement neuf Daam Sakane // Hay Salam,560000,"Appartements dans El Jadida, Autre secteur",70,3,2,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_neuf_Daam_Sakane____Hay_Salam_57809052.htm,"El Jadida, Autre secteur",el jadida,autre secteur,560000,8000.0,True,False,0,appartement,high,5,False
Appartement à vendre 253 m² à Casablanca,4350000,"Appartements dans Casablanca, Gauthier",267,4,4,https://www.avito.ma/fr/gauthier/appartements/Appartement_%C3%A0_vendre_253_m%C2%B2_%C3%A0_Casablanca_57248573.htm,"Casablanca, Gauthier",casablanca,gauthier,3280000,16292.134831460675,False,False,15,appartement,luxury,136,True
vendre – Appartement haut standing à Bir Rami,790000,"Appartements dans Kénitra, Bir Rami",85,2,2,https://www.avito.ma/fr/bir_rami/appartements/%C3%80_vendre___Appartement_haut_standing_%C3%A0_Bir_Rami_49131411.htm,"Kénitra, Bir Rami",kénitra,bir rami,790000,9294.117647058823,False,True,5,appartement,very_high,14,False
APPARTEMENT À VENDRE AU CŒUR DE GUELIZ,1500000,"Appartements dans Marrakech, Hivernage",150,2,2,https://www.avito.ma/fr/hivernage/appartements/APPARTEMENT_%C3%80_VENDRE_AU_C_UR_DE_GUELIZ_57713078.htm,"Marrakech, Hivernage",marrakech,hivernage,1500000,10000.0,False,False,15,appartement,luxury,58,True
Appartement à vendre 118 m² à Casablanca,1750000,"Appartements dans Casablanca, Val Fleuri",118,2,1,https://www.avito.ma/fr/val_fleuri/appartements/Appartement_%C3%A0_vendre_118_m%C2%B2_%C3%A0_Casablanca_57775545.htm,"Casablanca, Val Fleuri",casablanca,val fleuri,1750000,14830.50847457627,False,False,15,appartement,luxury,136,True
Appartement à vendre 97 m² à Casablanca,1550000,"Appartements dans Casablanca, Val Fleuri",97,1,1,https://www.avito.ma/fr/val_fleuri/appartements/Appartement_%C3%A0_vendre_97_m%C2%B2_%C3%A0_Casablanca_57583411.htm,"Casablanca, Val Fleuri",casablanca,val fleuri,1550000,15979.38144329897,False,False,15,appartement,luxury,136,True
Appart 131m2 a vendre,2300000,"Appartements dans Rabat, Agdal",131,3,2,https://www.avito.ma/fr/agdal/appartements/Appart_131m2_a_vendre_57519520.htm,"Rabat, Agdal",rabat,agdal,2300000,17557.251908396946,False,False,15,appartement,luxury,10,True
Appartement à vendre 100 m² à Fès,520000,"Appartements dans Fès, Tghat",100,3,2,https://www.avito.ma/fr/tghat/appartements/Appartement_%C3%A0_vendre_100_m%C2%B2_%C3%A0_F%C3%A8s_55542483.htm,"Fès, Tghat",fès,tghat,520000,5200.0,False,False,15,appartement,high,7,False
Studios & Appartements à partir de 65 Millions,650000,"Appartements dans Casablanca, Ain Sebaa",127,2,2,https://www.avito.ma/fr/ain_sebaa/appartements/Studios___Appartements_%C3%A0_partir_de_65_Millions_57558667.htm,"Casablanca, Ain Sebaa",casablanca,ain sebaa,650000,5118.110236220473,False,False,15,studio,very_high,136,True
Appartement 170m A Ville Vert Bouskoura,3600000,"Appartements dans Bouskoura, Ville verte",170,3,2,https://www.avito.ma/fr/ville_verte/appartements/Appartement_170m_A_Ville_Vert_Bouskoura_57652771.htm,"Bouskoura, Ville verte",bouskoura,ville verte,3280000,21176.470588235294,False,False,15,appartement,luxury,5,False
Appartement Haut Standing Wifak,1250000,"Appartements dans Temara, Wifak",102,2,2,https://www.avito.ma/fr/wifak/appartements/Appartement_Haut_Standing_Wifak_57630734.htm,"Temara, Wifak",temara,wifak,1250000,12254.901960784313,False,True,5,appartement,luxury,8,False
Superbe Appartement de 90m² - 880000dhs,880000,"Appartements dans Casablanca, Roches Noires",90,2,2,https://www.avito.ma/fr/roches_noires/appartements/Superbe_Appartement_de_90m%C2%B2___880000dhs_57596390.htm,"Casablanca, Roches Noires",casablanca,roches noires,880000,9777.777777777777,False,True,5,appartement,very_high,136,True
Appartements 118m Haut Standing Maarif Ex,1750000,"Appartements dans Casablanca, Maarif",118,3,2,https://www.avito.ma/fr/maarif/appartements/Appartements_118m_Haut_Standing_Maarif_Ex_57320392.htm,"Casablanca, Maarif",casablanca,maarif,1750000,14830.50847457627,False,True,5,appartement,luxury,136,True
Projet neuf – Studios Haut Standing à 5 min de CFC,770000,"Appartements dans Casablanca, Casablanca Finance City",50,1,1,https://www.avito.ma/fr/casablanca_finance_city/appartements/Projet_neuf___Studios_Haut_Standing_%C3%A0_5_min_de_CFC_57745124.htm,"Casablanca, Casablanca Finance City",casablanca,casablanca finance city,770000,15400.0,True,True,5,studio,very_high,136,True
CMN-ME-1691 - Appartement à vendre à 2 Mars,2100000,"Appartements dans Casablanca, 2 Mars",156,3,2,https://www.avito.ma/fr/2_mars/appartements/CMN_ME_1691___Appartement_%C3%A0_vendre_%C3%A0_2_Mars_57340227.htm,"Casablanca, 2 Mars",casablanca,2 mars,2100000,13461.538461538461,False,False,15,appartement,luxury,136,True
BEN-MA-1119 - Appartement à vendre à Mansouria-B...,1640000,"Appartements dans Benslimane, Autre secteur",109,2,2,https://www.avito.ma/fr/autre_secteur/appartements/BEN_MA_1119___Appartement_%C3%A0_vendre_%C3%A0_Mansouria_B____57356776.htm,"Benslimane, Autre secteur",benslimane,autre secteur,1640000,15045.871559633028,False,False,15,appartement,luxury,3,False
CMN-MA-2450 - Appartement à vendre à Bd Anoual,1800000,"Appartements dans Casablanca, Autre secteur",114,3,2,https://www.avito.ma/fr/autre_secteur/appartements/CMN_MA_2450___Appartement_%C3%A0_vendre_%C3%A0_Bd_Anoual_57276428.htm,"Casablanca, Autre secteur",casablanca,autre secteur,1800000,15789.473684210527,False,False,15,appartement,luxury,136,True
VENDRE 162M² BD ROUDANI – MAÂRIF,2650000,"Appartements dans Casablanca, Maarif",162,3,3,https://www.avito.ma/fr/maarif/appartements/%C3%80_VENDRE_162M%C2%B2_BD_ROUDANI___MA%C3%82RIF_57838311.htm,"Casablanca, Maarif",casablanca,maarif,2650000,16358.024691358025,False,False,15,appartement,luxury,136,True
Studio 49m Neuf Proche Tram Anoual,1020000,"Appartements dans Casablanca, Quartier des Hôpitaux",49,1,1,https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/Studio_49m_Neuf_Proche_Tram_Anoual_57486720.htm,"Casablanca, Quartier des Hôpitaux",casablanca,quartier des hôpitaux,1020000,20816.326530612245,True,False,0,studio,luxury,136,True
Appart 105m A Résidence Casa Park Sidi Maarouf,1250000,"Appartements dans Casablanca, Sidi Maarouf",105,3,2,https://www.avito.ma/fr/sidi_maarouf/appartements/Appart_105m_A_R%C3%A9sidence_Casa_Park_Sidi_Maarouf_57384299.htm,"Casablanca, Sidi Maarouf",casablanca,sidi maarouf,1250000,11904.761904761905,False,False,15,appartement,luxury,136,True
Appartement vue sur mer à vendre à Asilah,2000000,"Appartements dans Asilah, Toute la ville",150,3,3,https://www.avito.ma/fr/asilah/appartements/Appartement_vue_sur_mer_%C3%A0_vendre_%C3%A0_Asilah_57749648.htm,"Asilah, Toute la ville",asilah,toute la ville,2000000,13333.333333333334,False,False,15,appartement,luxury,2,False
"Appartement à vendre 83 m² à semlalia, guéliz",1550000,"Appartements dans Marrakech, Guéliz",84,2,2,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_83_m%C2%B2_%C3%A0_semlalia__gu%C3%A9liz_55811696.htm,"Marrakech, Guéliz",marrakech,guéliz,1550000,18452.380952380954,False,False,15,appartement,luxury,58,True
Appartement à vendre 76 m² à Marrakech,1500000,"Appartements dans Marrakech, Victor Hugo",76,2,2,https://www.avito.ma/fr/victor_hugo/appartements/Appartement_%C3%A0_vendre_76_m%C2%B2_%C3%A0_Marrakech_57647629.htm,"Marrakech, Victor Hugo",marrakech,victor hugo,1500000,19736.842105263157,False,False,15,appartement,luxury,58,True
Appartement économique à vendre,190000,"Appartements dans Salé, Toute la ville",55,2,1,https://www.avito.ma/fr/sal%C3%A9/appartements/Appartement_%C3%A9conomique_%C3%A0_vendre_54265071.htm,"Salé, Toute la ville",salé,toute la ville,190000,3454.5454545454545,False,False,15,appartement,medium,6,False
Bel Appartement Moderne Aux Palmeraies À Vendre,1500000,"Appartements dans Marrakech, Palmeraie",85,2,2,https://www.avito.ma/fr/palmeraie/appartements/Bel_Appartement_Moderne_Aux_Palmeraies_%C3%80_Vendre_57779634.htm,"Marrakech, Palmeraie",marrakech,palmeraie,1500000,17647.058823529413,False,False,15,appartement,luxury,58,True
Appartement 74 m² à ALMAZ,830000,"Appartements dans Casablanca, Almaz",74,2,1,https://www.avito.ma/fr/almaz/appartements/Appartement_74_m%C2%B2_%C3%A0_ALMAZ_57443082.htm,"Casablanca, Almaz",casablanca,almaz,830000,11216.216216216217,False,False,15,appartement,very_high,136,True
Appartement R plus deux // près de la faculté,540000,"Appartements dans El Jadida, Autre secteur",96,2,2,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_R_plus_deux____pr%C3%A8s_de_la_facult%C3%A9_56354412.htm,"El Jadida, Autre secteur",el jadida,autre secteur,540000,5625.0,False,False,15,appartement,high,5,False
Appartement 3 ch bien situé,530000,"Appartements dans Martil, Toute la ville",70,3,1,https://www.avito.ma/fr/martil/appartements/Appartement_3_ch_bien_situ%C3%A9_57838299.htm,"Martil, Toute la ville",martil,toute la ville,530000,7571.428571428572,False,False,15,appartement,high,5,False
CMN-MA-2188 - Appartement à vendre à Racine,1680000,"Appartements dans Casablanca, Racine",144,3,1,https://www.avito.ma/fr/racine/appartements/CMN_MA_2188___Appartement_%C3%A0_vendre_%C3%A0_Racine_56537855.htm,"Casablanca, Racine",casablanca,racine,1680000,11666.666666666666,False,False,15,appartement,luxury,136,True
"Appartement 112 mètres, 3 façades avec soutien",830000,"Appartements dans Marrakech, M'Hamid",112,3,1,https://www.avito.ma/fr/m_hamid/appartements/Appartement_112_m%C3%A8tres__3_fa%C3%A7ades_avec_soutien_56223074.htm,"Marrakech, M'Hamid",marrakech,m'hamid,830000,7410.714285714285,False,False,15,appartement,very_high,58,True
Appart 68m Maarif Ex Près Carrefour Yacoub,920000,"Appartements dans Casablanca, Maârif Extension",68,2,2,https://www.avito.ma/fr/ma%C3%A2rif_extension/appartements/Appart_68m_Maarif_Ex_Pr%C3%A8s_Carrefour_Yacoub_57779357.htm,"Casablanca, Maârif Extension",casablanca,maârif extension,920000,13529.411764705883,False,False,15,appartement,very_high,136,True
CMN-ME-1690 - Appartement à vendre à 2 Mars,1700000,"Appartements dans Casablanca, 2 Mars",85,2,2,https://www.avito.ma/fr/2_mars/appartements/CMN_ME_1690___Appartement_%C3%A0_vendre_%C3%A0_2_Mars_57325115.htm,"Casablanca, 2 Mars",casablanca,2 mars,1700000,20000.0,False,False,15,appartement,luxury,136,True
DES Appartements de 109 m² à Victoria - BOUSKOURA,855000,"Appartements dans Bouskoura, Victoria",115,3,2,https://www.avito.ma/fr/victoria/appartements/DES_Appartements_de_109_m%C2%B2_%C3%A0_Victoria___BOUSKOURA_56454082.htm,"Bouskoura, Victoria",bouskoura,victoria,855000,7434.782608695652,False,False,15,appartement,very_high,5,False
Excellent appartement à vendre de 100m² dans le quartier Moulay Abdellah,970000,"Appartements dans Casablanca, Aïn Chock",100,2,1,https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Excellent_appartement_%C3%A0_vendre_de_100m%C2%B2_dans_le_quartier_Moulay_Abdellah_57838252.htm,"Casablanca, Aïn Chock",casablanca,aïn chock,970000,9700.0,False,False,15,appartement,very_high,136,True
Urgente Appartement Économique AinChock Lamkansa4,430000,"Appartements dans Lamkansa, Toute la ville",60,2,2,https://www.avito.ma/fr/lamkansa/appartements/Vente_Urgente_Appartement_%C3%89conomique_AinChock_Lamkansa4_57814995.htm,"Lamkansa, Toute la ville",lamkansa,toute la ville,430000,7166.666666666667,False,False,15,appartement,high,1,False
Appartement à Mohammedia au quartier du Parc,1450000,"Appartements dans Mohammedia, Quartier du Parc",125,3,2,https://www.avito.ma/fr/quartier_du_parc/appartements/Appartement_%C3%A0_Mohammedia_au_quartier_du_Parc_57567583.htm,"Mohammedia, Quartier du Parc",mohammedia,quartier du parc,1450000,11600.0,False,False,15,appartement,luxury,10,False
💎 L'OPPORTUNITÉ GUÉLIZ-SEMLALIA 57 m²,900000,"Appartements dans Marrakech, Guéliz",57,1,1,https://www.avito.ma/fr/gu%C3%A9liz/appartements/___L_OPPORTUNIT%C3%89_GU%C3%89LIZ_SEMLALIA_57_m%C2%B2_57689796.htm,"Marrakech, Guéliz",marrakech,guéliz,900000,15789.473684210527,False,False,15,appartement,very_high,58,True
CMN-AC-2063 - Appartement à vendre à Sidi Maarouf,900000,"Appartements dans Casablanca, Sidi Maarouf",85,2,2,https://www.avito.ma/fr/sidi_maarouf/appartements/CMN_AC_2063___Appartement_%C3%A0_vendre_%C3%A0_Sidi_Maarouf_57349576.htm,"Casablanca, Sidi Maarouf",casablanca,sidi maarouf,900000,10588.235294117647,False,False,15,appartement,very_high,136,True
Appartement à vendre 90 m² Limoune à Ouled Teïma,585000,"Appartements dans Ouled Teïma, Toute la ville",90,3,1,https://www.avito.ma/fr/ouled_te%C3%AFma/appartements/Appartement_%C3%A0_vendre_90_m%C2%B2_Limoune_%C3%A0_Ouled_Te%C3%AFma_56824722.htm,"Ouled Teïma, Toute la ville",ouled teïma,toute la ville,585000,6500.0,False,False,15,appartement,high,1,False
CMN-HA-1859 - Appartement à vendre à Beauséjour,1270000,"Appartements dans Casablanca, Beauséjour",95,2,2,https://www.avito.ma/fr/beaus%C3%A9jour/appartements/CMN_HA_1859___Appartement_%C3%A0_vendre_%C3%A0_Beaus%C3%A9jour_57245367.htm,"Casablanca, Beauséjour",casablanca,beauséjour,1270000,13368.421052631578,False,False,15,appartement,luxury,136,True
Appt 3 ch salon à vendre à Val Fleuri,1800000,"Appartements dans Casablanca, Val Fleuri",126,3,2,https://www.avito.ma/fr/val_fleuri/appartements/Appt_3_ch_salon_%C3%A0_vendre_%C3%A0_Val_Fleuri_56660584.htm,"Casablanca, Val Fleuri",casablanca,val fleuri,1800000,14285.714285714286,False,False,15,appartement,luxury,136,True
Appartement meublé 3 chambres à vendre Tanger,650000,"Appartements dans Tanger, Hay Hassani",70,3,1,https://www.avito.ma/fr/hay_hassani/appartements/Appartement_meubl%C3%A9_3_chambres_%C3%A0_vendre_Tanger_57304897.htm,"Tanger, Hay Hassani",tangier,hay hassani,650000,9285.714285714286,False,False,15,appartement,very_high,38,False
3 Chambres à vendre 143 m² à Californie,2255000,"Appartements dans Casablanca, Californie",143,3,2,https://www.avito.ma/fr/californie/appartements/3_Chambres_%C3%A0_vendre_143_m%C2%B2_%C3%A0_Californie_56512306.htm,"Casablanca, Californie",casablanca,californie,2255000,15769.23076923077,False,False,15,appartement,luxury,136,True
CMN-AN-1875 - Appartement à vendre à Bourgogne,1500000,"Appartements dans Casablanca, Bourgogne",113,3,1,https://www.avito.ma/fr/bourgogne/appartements/CMN_AN_1875___Appartement_%C3%A0_vendre_%C3%A0_Bourgogne_57306326.htm,"Casablanca, Bourgogne",casablanca,bourgogne,1500000,13274.336283185841,False,False,15,appartement,luxury,136,True
Appartement en vente 61m² à Gueliz Piscine Rooftop,1500000,"Appartements dans Marrakech, Guéliz",61,1,1,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_en_vente_61m%C2%B2_%C3%A0_Gueliz_Piscine_Rooftop_57656300.htm,"Marrakech, Guéliz",marrakech,guéliz,1500000,24590.16393442623,False,False,15,appartement,luxury,58,True
CMN-MA-2478 - Appartement à vendre à Burger,2200000,"Appartements dans Casablanca, Maarif",197,4,1,https://www.avito.ma/fr/maarif/appartements/CMN_MA_2478___Appartement_%C3%A0_vendre_%C3%A0_Burger_57365012.htm,"Casablanca, Maarif",casablanca,maarif,2200000,11167.51269035533,False,False,15,appartement,luxury,136,True
Studio-Neuf/JamaisHabité/ 62M²/Tram Busway Ghandi,880000,"Appartements dans Casablanca, Maarif",62,1,1,https://www.avito.ma/fr/maarif/appartements/Studio_Neuf_JamaisHabit%C3%A9__62M%C2%B2_Tram_Busway_Ghandi_57189622.htm,"Casablanca, Maarif",casablanca,maarif,880000,14193.548387096775,True,False,0,studio,very_high,136,True
A vendre un appart de 4 chambres sans voisins,3400000,"Appartements dans Casablanca, Quartier des Hôpitaux",274,4,3,https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/A_vendre_un_appart_de_4_chambres_sans_voisins_57375208.htm,"Casablanca, Quartier des Hôpitaux",casablanca,quartier des hôpitaux,3280000,12408.759124087592,False,False,15,appartement,luxury,136,True
Appartement à vendre 51 m² à Casablanca,1000000,"Appartements dans Casablanca, Gauthier",51,1,1,https://www.avito.ma/fr/gauthier/appartements/Appartement_%C3%A0_vendre_51_m%C2%B2_%C3%A0_Casablanca_57808527.htm,"Casablanca, Gauthier",casablanca,gauthier,1000000,19607.843137254902,False,False,15,appartement,very_high,136,True
"Superbe appartement à vendre dans le quartier Golf, route des Rmilat",960000,"Appartements dans Tanger, Du Golf",79,2,1,https://www.avito.ma/fr/du_golf/appartements/Superbe_appartement_%C3%A0_vendre_dans_le_quartier_Golf__route_des_Rmilat_57030107.htm,"Tanger, Du Golf",tangier,du golf,960000,12151.898734177215,False,True,5,appartement,very_high,38,False
Superbe appartement à Dar Bouazza,2850000,"Appartements dans Dar Bouazza, Toute la ville",199,4,3,https://www.avito.ma/fr/dar_bouazza/appartements/Superbe_appartement_%C3%A0_Dar_Bouazza_57699278.htm,"Dar Bouazza, Toute la ville",dar bouazza,toute la ville,2850000,14321.608040201005,False,True,5,appartement,luxury,3,False
Appartements à vendre 56 m² à Marrakech,560000,"Appartements dans Marrakech, Mabrouka",56,2,1,https://www.avito.ma/fr/mabrouka/appartements/Appartements_%C3%A0_vendre_56_m%C2%B2_%C3%A0_Marrakech_57418106.htm,"Marrakech, Mabrouka",marrakech,mabrouka,560000,10000.0,False,False,15,appartement,high,58,True
Appartement neuf à vendre 71 m² à Marrakech,460000,"Appartements dans Marrakech, M'Hamid",71,3,2,https://www.avito.ma/fr/m_hamid/appartements/Appartement_neuf_%C3%A0_vendre_71_m%C2%B2_%C3%A0_Marrakech_53696929.htm,"Marrakech, M'Hamid",marrakech,m'hamid,460000,6478.87323943662,True,False,0,appartement,high,58,True
Appartement à vendre 87 m² à Casablanca,700000,"Appartements dans Casablanca, Aïn Chock",87,2,1,https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Appartement_%C3%A0_vendre_87_m%C2%B2_%C3%A0_Casablanca_57838125.htm,"Casablanca, Aïn Chock",casablanca,aïn chock,700000,8045.977011494253,False,False,15,appartement,very_high,136,True
Appartement à vendre 74 m² à Casablanca,780000,"Appartements dans Casablanca, Sidi Maarouf",74,2,2,https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_%C3%A0_vendre_74_m%C2%B2_%C3%A0_Casablanca_57677252.htm,"Casablanca, Sidi Maarouf",casablanca,sidi maarouf,780000,10540.54054054054,False,False,15,appartement,very_high,136,True
Appartement à vendre opportunité unique à Saïd Hajji – Salé,620000,"Appartements dans Salé, Said Hajji",70,2,1,https://www.avito.ma/fr/said_hajji/appartements/Appartement_%C3%A0_vendre_opportunit%C3%A9_unique_%C3%A0_Sa%C3%AFd_Hajji___Sal%C3%A9_57812395.htm,"Salé, Said Hajji",salé,said hajji,620000,8857.142857142857,False,False,15,appartement,very_high,6,False
Duplex meublé à vendre près du stade Ibn Batouta,1300000,"Appartements dans Tanger, Ziatene",140,2,1,https://www.avito.ma/fr/ziatene/appartements/Duplex_meubl%C3%A9_%C3%A0_vendre_pr%C3%A8s_du_stade_Ibn_Batouta_57110774.htm,"Tanger, Ziatene",tangier,ziatene,1300000,9285.714285714286,False,True,5,duplex,luxury,38,False
Appartement traversant avec vue mer–Dernier étage,2300000,"Appartements dans Casablanca, Anfa",121,2,1,https://www.avito.ma/fr/anfa/appartements/Appartement_traversant_avec_vue_mer_Dernier_%C3%A9tage_57401272.htm,"Casablanca, Anfa",casablanca,anfa,2300000,19008.26446280992,False,True,5,appartement,luxury,136,True
Excellents appartements à vendre,900000,"Appartements dans Temara, Autre secteur",120,4,2,https://www.avito.ma/fr/autre_secteur/appartements/Excellents_appartements_%C3%A0_vendre_56831884.htm,"Temara, Autre secteur",temara,autre secteur,900000,7500.0,False,False,15,appartement,very_high,8,False
VENDRE APPARTEMENT SALON 3 CHAMBRES 70m2,735000,"Appartements dans Casablanca, Autre secteur",70,3,2,https://www.avito.ma/fr/autre_secteur/appartements/%C3%80_VENDRE_APPARTEMENT_SALON_3_CHAMBRES_70m2_57279776.htm,"Casablanca, Autre secteur",casablanca,autre secteur,735000,10500.0,False,False,15,appartement,very_high,136,True
Spacieux appartement deux façades Belvédère,1100000,"Appartements dans Casablanca, Belvédère",163,2,2,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Spacieux_appartement_deux_fa%C3%A7ades_Belv%C3%A9d%C3%A8re_57130099.htm,"Casablanca, Belvédère",casablanca,belvédère,1100000,6748.4662576687115,False,False,15,appartement,luxury,136,True
Appartement Excellente finition Très ensoleillé,600000,"Appartements dans Salé, Toute la ville",79,2,1,https://www.avito.ma/fr/sal%C3%A9/appartements/Appartement_Excellente_finition_Tr%C3%A8s_ensoleill%C3%A9_57749360.htm,"Salé, Toute la ville",salé,toute la ville,600000,7594.93670886076,False,False,15,appartement,high,6,False
Appartement 2 ch à vendre vue sur mer,2900000,"Appartements dans Tanger, Malabata",82,2,1,https://www.avito.ma/fr/malabata/appartements/Appartement_2_ch_%C3%A0_vendre_vue_sur_mer_57080322.htm,"Tanger, Malabata",tangier,malabata,2900000,35365.85365853659,False,False,15,appartement,luxury,38,False
RACINE Superbe Appartement Rénové à Vendre 265m²,4850000,"Appartements dans Casablanca, Racine",265,4,3,https://www.avito.ma/fr/racine/appartements/RACINE_Superbe_Appartement_R%C3%A9nov%C3%A9_%C3%A0_Vendre_265m%C2%B2_57696349.htm,"Casablanca, Racine",casablanca,racine,3280000,18301.88679245283,False,True,5,appartement,luxury,136,True
Appartement à vendre 118m² La Perle du Sahara Dakhla,885000,"Appartements dans Dakhla, Toute la ville",118,4,1,https://www.avito.ma/fr/dakhla/appartements/Appartement_%C3%A0_vendre_118m%C2%B2_La_Perle_du_Sahara_Dakhla_57556568.htm,"Dakhla, Toute la ville",dakhla,toute la ville,885000,7500.0,False,False,15,appartement,very_high,1,False
Appartement Meublé à vendre à l'Houda,640000,"Appartements dans Agadir, El Houda",55,2,1,https://www.avito.ma/fr/el_houda/appartements/Appartement_Meubl%C3%A9_%C3%A0_vendre_%C3%A0_l_Houda_57768697.htm,"Agadir, El Houda",agadir,el houda,640000,11636.363636363636,False,False,15,appartement,very_high,9,False
Appartement avec terrasse😍 à vendre à Hay Azdehar,860000,"Appartements dans Marrakech, Hay Izdihar",69,2,1,https://www.avito.ma/fr/hay_izdihar/appartements/Appartement_avec_terrasse___%C3%A0_vendre_%C3%A0_Hay_Azdehar_57574042.htm,"Marrakech, Hay Izdihar",marrakech,hay izdihar,860000,12463.768115942028,False,False,15,appartement,very_high,58,True
A vendre un bel appartement avec terrasse,2480000,"Appartements dans Casablanca, Palmier",140,3,2,https://www.avito.ma/fr/palmier/appartements/A_vendre_un_bel_appartement_avec_terrasse_57373926.htm,"Casablanca, Palmier",casablanca,palmier,2480000,17714.285714285714,False,False,15,appartement,luxury,136,True
A vendre un joli appartement de 3 chambres,2450000,"Appartements dans Casablanca, Racine",132,3,3,https://www.avito.ma/fr/racine/appartements/A_vendre_un_joli_appartement_de_3_chambres_57415416.htm,"Casablanca, Racine",casablanca,racine,2450000,18560.60606060606,False,False,15,appartement,luxury,136,True
Apt Neuf 3 Chambres 1Salon roudani Maarif,1400000,"Appartements dans Casablanca, Maarif",70,3,1,https://www.avito.ma/fr/maarif/appartements/Apt_Neuf_3_Chambres_1Salon_roudani_Maarif_57343247.htm,"Casablanca, Maarif",casablanca,maarif,1400000,20000.0,True,False,0,appartement,luxury,136,True
